詞目id,詞目類型,漢字,羅馬字,分類,羅馬字音檔檔名
18273,近反義詞不單列詞目者,自訴,,,
18274,近反義詞不單列詞目者,老歲仔目,lāu-huè-á-ba̍k/lāu-hè-á-ba̍k,,
18275,近反義詞不單列詞目者,考試官,,,
18276,近反義詞不單列詞目者,老實話,,,
18277,近反義詞不單列詞目者,血燕,,,
18278,近反義詞不單列詞目者,血親,,,
18279,近反義詞不單列詞目者,行翻頭,,,
18281,近反義詞不單列詞目者,米籮仔,,,
18282,近反義詞不單列詞目者,西施舌,,,
18283,近反義詞不單列詞目者,西藥店,,,
18285,近反義詞不單列詞目者,伯仔,,,
18287,近反義詞不單列詞目者,佛桌,,,
18288,近反義詞不單列詞目者,兵馬,,,
18290,近反義詞不單列詞目者,免想,,,
18291,近反義詞不單列詞目者,佃農,,,
18293,近反義詞不單列詞目者,免錢,,,
18294,近反義詞不單列詞目者,兵糧,,,
18295,近反義詞不單列詞目者,刣人埔,,,
18298,近反義詞不單列詞目者,含仔糖,kâm-á-thn̂g,,
18299,近反義詞不單列詞目者,吵家鬧宅,,,
18300,近反義詞不單列詞目者,吳真人,,,
18302,近反義詞不單列詞目者,別種,,,
18304,近反義詞不單列詞目者,吸鐵,,,
18306,近反義詞不單列詞目者,呃刺酸,eh-tshiah-sng,,
18307,近反義詞不單列詞目者,坐墊,,,
18308,近反義詞不單列詞目者,妓女戶,,,
18309,近反義詞不單列詞目者,孝呆的,,,
18310,近反義詞不單列詞目者,尾局,,,
18311,近反義詞不單列詞目者,宋盼,,,
18312,近反義詞不單列詞目者,完租,,,
18313,近反義詞不單列詞目者,尿袋,jiō-tē/liō-tē,,
18315,近反義詞不單列詞目者,完稅,,,
18316,近反義詞不單列詞目者,尿裙仔,jiō-kûn-á/liō-kûn-á,,
18317,近反義詞不單列詞目者,扶𡳞,,,
18318,近反義詞不單列詞目者,扲手,gīm-tshiú,,
18320,近反義詞不單列詞目者,快班車,,,
18321,近反義詞不單列詞目者,形款,,,
18324,近反義詞不單列詞目者,抄本,,,
18325,近反義詞不單列詞目者,抓扒仔,,,
18326,近反義詞不單列詞目者,杉行,,,
18329,近反義詞不單列詞目者,李哪吒,,,
18333,近反義詞不單列詞目者,批橐仔,phue-lok-á/phe-lok-á,,
18335,近反義詞不單列詞目者,抄錄,tshau-li̍k,,
18336,近反義詞不單列詞目者,決志,,,
18338,近反義詞不單列詞目者,決明,kuat-bîng,,
18339,近反義詞不單列詞目者,沙崙仔,,,
18340,近反義詞不單列詞目者,汰喙,,,
18341,近反義詞不單列詞目者,求學,,,
18342,近反義詞不單列詞目者,沙篩,,,
18343,近反義詞不單列詞目者,男人,,,
18345,近反義詞不單列詞目者,育囝歌,,,
18346,近反義詞不單列詞目者,罕罕,,,
18347,近反義詞不單列詞目者,男兒,,,
18348,近反義詞不單列詞目者,私奇錢,,,
18350,近反義詞不單列詞目者,肝花,,,
18351,近反義詞不單列詞目者,私偏,su-phian,,
18352,近反義詞不單列詞目者,禿頂,,,
18354,近反義詞不單列詞目者,秀箠仔,siù-tshuê-á/siù-tshê-á,,
18356,近反義詞不單列詞目者,赤仁仔塗,,,
18357,近反義詞不單列詞目者,走手,,,
18358,近反義詞不單列詞目者,足月,,,
18359,近反義詞不單列詞目者,赤牛仔,,,
18360,近反義詞不單列詞目者,芋仔冰,ōo-á-ping,,
18361,近反義詞不單列詞目者,那卡西,na-gá-sih,,
18362,近反義詞不單列詞目者,角瓜,kak-kue,,
18363,近反義詞不單列詞目者,豆芽,,,
18366,近反義詞不單列詞目者,見笑花,,,
18367,近反義詞不單列詞目者,走袂過手,,,
18368,近反義詞不單列詞目者,走馬,,,
18369,近反義詞不單列詞目者,走馬喉,,,
18371,近反義詞不單列詞目者,豆菜芽,,,
18372,近反義詞不單列詞目者,芋圓頭,,,
18373,近反義詞不單列詞目者,走過手,,,
18374,近反義詞不單列詞目者,車鼓,tshia-kóo,,
18375,近反義詞不單列詞目者,足濟,,,
18376,近反義詞不單列詞目者,身軀頂,,,
18377,近反義詞不單列詞目者,芋羹,,,
18379,近反義詞不單列詞目者,芋顱仔頭,,,
18380,近反義詞不單列詞目者,芋顱頭,,,
18383,近反義詞不單列詞目者,事前,,,
18384,近反義詞不單列詞目者,佯悾佯痟,,,
18385,近反義詞不單列詞目者,佯悾佯戇,,,
18386,近反義詞不單列詞目者,亞鉛桶,,,
18387,近反義詞不單列詞目者,依靠,,,
18388,近反義詞不單列詞目者,佯顛佯痟,,,
18389,近反義詞不單列詞目者,初中,,,
18390,近反義詞不單列詞目者,刺瓜,,,
18391,近反義詞不單列詞目者,叔伯仔,,,
18392,近反義詞不單列詞目者,兩步七仔,--nn̄g-pōo-tshit-á,,
18393,近反義詞不單列詞目者,兩抵償,,,
18394,近反義詞不單列詞目者,制限,,,
18395,近反義詞不單列詞目者,協音,,,
18396,近反義詞不單列詞目者,卸面子,sià-bīn-tsú,,
18397,近反義詞不單列詞目者,叔孫仔,tsik-sun-á,,
18399,近反義詞不單列詞目者,到處,,,
18401,近反義詞不單列詞目者,刺龍,,,
18403,近反義詞不單列詞目者,呼呃仔,,,
18404,近反義詞不單列詞目者,咖哩嗹,,,
18405,近反義詞不單列詞目者,咖哩囉,,,
18407,近反義詞不單列詞目者,命途,,,
18408,近反義詞不單列詞目者,咒詈,,,
18409,近反義詞不單列詞目者,味噌湯,,,
18410,近反義詞不單列詞目者,坳,,,
18411,近反義詞不單列詞目者,夜工,,,
18412,近反義詞不單列詞目者,姑不二三將,,,
18414,近反義詞不單列詞目者,姑母,,,
18415,近反義詞不單列詞目者,夜市仔,,,
18416,近反義詞不單列詞目者,奉侍,,,
18417,近反義詞不單列詞目者,姊妹淘,,,
18418,近反義詞不單列詞目者,姆的,,,
18419,近反義詞不單列詞目者,夜班,,,
18420,近反義詞不單列詞目者,帔,,,
18421,近反義詞不單列詞目者,店口,,,
18422,近反義詞不單列詞目者,孤爿,,,
18423,近反義詞不單列詞目者,岳父,,,
18424,近反義詞不單列詞目者,官吏,kuann-lī,,
18425,近反義詞不單列詞目者,彼工,,,
18426,近反義詞不單列詞目者,彼日,,,
18427,近反義詞不單列詞目者,往回,,,
18428,近反義詞不單列詞目者,彼位,,,
18433,近反義詞不單列詞目者,戽桸,,,
18435,近反義詞不單列詞目者,征露丸,,,
18436,近反義詞不單列詞目者,放人,,,
18438,近反義詞不單列詞目者,拍手指,,,
18439,近反義詞不單列詞目者,拍手噗仔,,,
18440,近反義詞不單列詞目者,拍手蹄,,,
18441,近反義詞不單列詞目者,拍手環,,,
18442,近反義詞不單列詞目者,拍火石,,,
18444,近反義詞不單列詞目者,拖仔,,,
18445,近反義詞不單列詞目者,放冬,,,
18446,近反義詞不單列詞目者,抾囝,,,
18447,近反義詞不單列詞目者,拆字數,,,
18448,近反義詞不單列詞目者,拍呃仔,,,
18450,近反義詞不單列詞目者,拖尾星,,,
18451,近反義詞不單列詞目者,拖身命,,,
18452,近反義詞不單列詞目者,拗屈,,,
18453,近反義詞不單列詞目者,拄拄仔好,tú-tú-á-hó,,
18454,近反義詞不單列詞目者,拄拄好,tú-tú-hó,,
18455,近反義詞不單列詞目者,拍袚鍊,,,
18456,近反義詞不單列詞目者,拗直,,,
18457,近反義詞不單列詞目者,放空車,,,
18458,近反義詞不單列詞目者,放空載,,,
18460,近反義詞不單列詞目者,拔虎鬚,,,
18461,近反義詞不單列詞目者,抾紅點,,,
18462,近反義詞不單列詞目者,放捒人,,,
18463,近反義詞不單列詞目者,房租,,,
18464,近反義詞不單列詞目者,拉圇燒,lâ-lûn-sio,,
18465,近反義詞不單列詞目者,拋船,,,
18466,近反義詞不單列詞目者,拍散,,,
18467,近反義詞不單列詞目者,放筋絡,,,
18469,近反義詞不單列詞目者,拍開,,,
18470,近反義詞不單列詞目者,拍鼓,,,
18471,近反義詞不單列詞目者,拚價數,,,
18472,近反義詞不單列詞目者,拍噎仔,,,
18474,近反義詞不單列詞目者,放燄火,,,
18475,近反義詞不單列詞目者,拍錯桱,,,
18476,近反義詞不單列詞目者,拆藥,,,
18477,近反義詞不單列詞目者,拗彎曲,,,
18479,近反義詞不單列詞目者,明仔後日,,,
18480,近反義詞不單列詞目者,松柏仔,,,
18481,近反義詞不單列詞目者,林菝,ná-pua̍t,,
18482,近反義詞不單列詞目者,枕頭套,,,
18483,近反義詞不單列詞目者,枕頭袋,,,
18484,近反義詞不單列詞目者,油條,,,
18485,近反義詞不單列詞目者,油渣,iû-tse,,
18487,近反義詞不單列詞目者,欣慕,,,
18488,近反義詞不單列詞目者,治權,,,
18489,近反義詞不單列詞目者,炒米粉,,,
18492,近反義詞不單列詞目者,泡茶心,,,
18493,近反義詞不單列詞目者,泡茶米,,,
18494,近反義詞不單列詞目者,炕塗窯,,,
18495,近反義詞不單列詞目者,狗蟻碗,,,
18499,近反義詞不單列詞目者,花仔菜,hue-á-tshài,,
18501,近反義詞不單列詞目者,芳油,,,
18502,近反義詞不單列詞目者,花盆,,,
18503,近反義詞不單列詞目者,花面,,,
18505,近反義詞不單列詞目者,肺病,,,
18506,近反義詞不單列詞目者,肥桸,,,
18507,近反義詞不單列詞目者,芫荽仔,,,
18508,近反義詞不單列詞目者,花斑馬,hue-pan-bé,,
18509,近反義詞不單列詞目者,花間,,,
18511,近反義詞不單列詞目者,門人,,,
18514,近反義詞不單列詞目者,金斗公,kim-táu-kong,,
18516,近反義詞不單列詞目者,金仔山,,,
18517,近反義詞不單列詞目者,金仔粉,,,
18518,近反義詞不單列詞目者,門市部,,,
18519,近反義詞不單列詞目者,門生,,,
18520,近反義詞不單列詞目者,雨白,hōo-pe̍h,,
18521,近反義詞不單列詞目者,長年飯,,,
18522,近反義詞不單列詞目者,金含仔,,,
18523,近反義詞不單列詞目者,雨來,,,
18525,近反義詞不單列詞目者,青果,,,
18527,近反義詞不單列詞目者,金柑,kim-kam,,
18528,近反義詞不單列詞目者,金柑仔,kim-kam-á,,
18529,近反義詞不單列詞目者,門徒,bûn-tôo,,
18530,近反義詞不單列詞目者,金袚鍊,,,
18531,近反義詞不單列詞目者,青草茶,,,
18532,近反義詞不單列詞目者,阿莎力,,,
18533,近反義詞不單列詞目者,金魚目,,,
18535,近反義詞不單列詞目者,青番薑仔,,,
18537,近反義詞不單列詞目者,長頭鹿仔,,,
18538,近反義詞不單列詞目者,門聯,,,
18539,近反義詞不單列詞目者,金櫃,,,
18540,近反義詞不單列詞目者,雨鬚,,,
18543,近反義詞不單列詞目者,便條紙,piān-tiâu-tsuá,,
18544,近反義詞不單列詞目者,便當盒仔,piān-tong-a̍p-á,,
18545,近反義詞不單列詞目者,前一工,,,
18546,近反義詞不單列詞目者,前一日,,,
18547,近反義詞不單列詞目者,前工,,,
18549,近反義詞不單列詞目者,俗仔貨,,,
18550,近反義詞不單列詞目者,保佑,,,
18551,近反義詞不單列詞目者,俗物仔,,,
18552,近反義詞不單列詞目者,前門,,,
18553,近反義詞不單列詞目者,南洋鯽仔,,,
18554,近反義詞不單列詞目者,前面,,,
18555,近反義詞不單列詞目者,前站,,,
18556,近反義詞不單列詞目者,勇將,ióng-tsiòng,,
18557,近反義詞不單列詞目者,信教,,,
18559,近反義詞不單列詞目者,信魚,,,
18560,近反義詞不單列詞目者,前幾工,,,
18562,近反義詞不單列詞目者,前齒,tsîng-khí,,
18564,近反義詞不單列詞目者,剃頭仔店,,,
18565,近反義詞不單列詞目者,品好,,,
18566,近反義詞不單列詞目者,厚茉菜,,,
18567,近反義詞不單列詞目者,厚紙枋,,,
18568,近反義詞不單列詞目者,厚脣,,,
18569,近反義詞不單列詞目者,厚脣仔,,,
18572,近反義詞不單列詞目者,姦夫,,,
18574,近反義詞不單列詞目者,城隍爺,,,
18575,近反義詞不單列詞目者,客人仔,,,
18576,近反義詞不單列詞目者,峇文,,,
18577,近反義詞不單列詞目者,屎尿布,sái-jiō-pòo/sái-liō-pòo,,
18578,近反義詞不單列詞目者,客店,kheh-tiàm,,
18580,近反義詞不單列詞目者,客家話,,,
18581,近反義詞不單列詞目者,屎桶仔,,,
18582,近反義詞不單列詞目者,度會過,,,
18583,近反義詞不單列詞目者,帝爺公,,,
18586,近反義詞不單列詞目者,怎仔樣,,,
18587,近反義詞不單列詞目者,拜正,,,
18588,近反義詞不單列詞目者,後坐肉,,,
18589,近反義詞不單列詞目者,後尾門仔,,,
18591,近反義詞不單列詞目者,後門,,,
18592,近反義詞不單列詞目者,扁扁,,,
18593,近反義詞不單列詞目者,後座肉,,,
18594,近反義詞不單列詞目者,急病,,,
18595,近反義詞不單列詞目者,後站,,,
18596,近反義詞不單列詞目者,後退,,,
